"PHU","PHU_fr","accessible","active","additional_information","additional_information_fr","address","address_fr","after_hours","age_threshold","appointments","asl_interpretation","children_under_2","city","drive_through","email","first_nations","free_parking","french_language_services","friday","general_population","holiday_hours","location_id","latitude","location_name","location_name_fr","longitude","monday","operated_by","operated_by_fr","paid_parking","pharmacy","phone","phu_id","postal_code","province","public_transit","region","region_fr","saturday","sunday","symptomatic","temporarily_closed","thursday","tuesday","walk_ins","website","wednesday","weeks_pregnant"
"Region of Waterloo, Public Health","Bureau de santé publique de la région de Waterloo","No","Yes","Holiday hours: 8:30-16:30
Services are offered in French upon request.
AC Phone: 226-895-1050",,"215 Holiday Inn Drive",,,"1y","Yes","No","","Cambridge","Yes",,,"Yes","No","8:30-20:30",,"8:30-16:30","118","43.416990","Cambridge Assessment Centre","Centre d'èvaluation de Cambridge","-80.320331","8:30-20:30","Cambridge Memorial Hospital","Hôpital Memorial de Cambridge",,,"226-895-1050","25","N3C 3T2","ON","Yes","West","Ouest","8:30-16:30","8:30-16:30","Yes",,"8:30-20:30","8:30-20:30","No","https://www.cmh.org/patients-visitors/covid-19-and-you/covid-19-testing","8:30-20:30",
"Chatham-Kent Health Unit","Bureau de santé de Chatham-Kent","","Yes","St. Clair College HealthPlex, Chatham Campus 
Please visit  www.assessmentbooking.ca and complete the online form to schedule an appointment. Those without technology may call 519-436-2556.
Last appointment at 4:30 p.m.",,"1001 Grand Avenue West ",,"Yes","0m","Yes",,"","Chatham","No",,,,,"09:00-17:00",,,"119","42.394330","Chatham-Kent Health Alliance","Alliance Chatham-Kent pour la santé","-82.222332","09:00-17:00","Chatham-Kent Health Alliance","Alliance Chatham-Kent pour la santé",,,"519-436-2556","26","N7M 5W4","ON",,"West","Ouest","09:00-17:00","09:00-17:00","Yes",,"09:00-17:00","09:00-17:00","No","http://www.assessmentbooking.ca","09:00-17:00",
"Windsor-Essex County Health Unit","Bureau de santé du comtè de Windsor-Essex","Yes","Yes","Blue assessment centre signage directs persons to spearate entrance. Spanish speaking intepreter will be joining the team in the near future. ",,"194 Talbot Street West","194 rue Talbot Ouest",,"1y","Yes","No","","Leamington","No",,,,"No","8:00-18:00",,,"120","42.048807","Erie Shores Healthcare","Erie Shores Healthcare","-82.614178","8:00-18:00","Erie Shores Healthcare","Erie Shores Healthcare","Yes",,"519-326-2373 ext. 4263","27","N8H 1N9","ON","No","West","Ouest","8:00-18:00","8:00-18:00","Yes",,"8:00-18:00","8:00-18:00","Yes","","8:00-18:00",
"Huron Perth Health Unit","Bureau de santé de Huron Perth","Yes",,"Stay in your car and drive up to the underpass. Do not leave your car.","Situé dans la salle des Chevaliers de Colomb.","390 Parsons Court","390 Parsons Court",,"0m","Yes","No","","Goderich","Yes",,,"Yes","No","10:00-16:00",,"Closed ","121","43.730283","Goderich Columbus Banquet Hall","Goderich Columbus Banquet Hall","-81.695605","10:00-16:00","Maitland Valley Family Health Team, Alexandra Marine and General Hospital, Huron Perth Public Health","Maitland Valley Family Health Team, Alexandra Marine and General Hospital, Huron Perth Public Health",,,"519-524-6060 ext. 263","28","N7A 4K3","ON","No","West","Ouest","","","Yes","Yes","10:00-16:00","10:00-16:00","No","https://www.hpph.ca/en/news/coronavirus-covid19-update.aspx#Testing-tracing-and-results-for-COVID-19","10:00-16:00",
"Region of Waterloo, Public Health","Bureau de santé publique de la région de Waterloo","",,"Permanently closed",,"835 King Street West","835 rue King Ouest",,"","Yes",,"","Kitchener","",,,,,"7:30-18:30",,,"122","43.456239","Grand River Hospital COVID-19 Testing Centre","Grand River Hospital COVID-19 Testing Centre","-80.511992","7:30-18:30","Grand River Hospital ","Hôpital Grand River",,,"519-749-4300 ext. 6824","25","N2G 1G3","ON",,"West","Ouest","7:30-18:30","7:30-18:30","Yes","Yes","7:30-18:30","7:30-18:30",,"https://www.smgh.ca/covid-19-testing-available-for-k-w-residents-with-symptoms-starting-may-16/","7:30-18:30",
"Region of Waterloo, Public Health","Bureau de santé publique de la région de Waterloo","Yes","Yes","effective September 24, 2020 our hours remain 7:30 am to 6:00 pm however appointments via preregistration are now required. Residents who require testing must preregister via an online form for the following day - https://covidtestregistration.grhosp.on.ca/ - and if they need assistance can call 226-747-5049.
We are also now directing that residents should only seek testing if:
•	Showing COVID-19 symptoms; 
•	Have been exposed to a confirmed case of the virus, as informed by your public health unit or exposure notification through the COVID Alert app; 
•	A resident or work in a setting that has a COVID-19 outbreak, as identified and informed by your local public health unit; and 
•	Eligible for testing as part of a targeted testing initiative directed by the Ministry of Health or the Ministry of Long-Term Care. 
",,"137 Glasgow Street","137 rue Glasgow",,"2y","Yes","No",,"Kitchener","Yes",,,"Yes","No","7:30-18:00",,,"123","43.450916","Grand River Hospital - Drive Thru COVID-19 Assessment Center","Grand River Hospital - Drive Thru COVID-19 Assessment Center","-80.513577","7:30-18:00","Grand River Hospital - Drive Thru COVID-19 Assessment Center","Grand River Hospital - Drive Thru COVID-19 Assessment Center",,,,"25","N2G 2G9","ON","Yes","West","Ouest","7:30-18:00","7:30-18:00","Yes",,"7:30-18:00","7:30-18:00","No","https://covidtestregistration.grhosp.on.ca/","7:30-18:00",
"Grey Bruce Health Unit","Bureau de santé de Grey Bruce","Yes","Yes","Located in the portable facility outside the entrance of the Owen Sound Hospital Emergency Department. Online booking system ",,"1800 8th Street East","1800 8e rue Est",,"3m","Yes","Yes","","Owen Sound","No",,,"Yes","Yes","10:00-20:00",,,"124","44.567422","Grey Bruce Health Services - Owen Sound","Grey Bruce Health Services - Owen Sound","-80.912233","10:00-20:00","Grey Bruce Health Services - Owen Sound","Grey Bruce Health Services - Owen Sound",,,"519-378-1466","29","N4K 6M0","ON","Yes","West","Ouest","8:00-16:00","8:00-16:00","Yes",,"10:00-20:00","10:00-20:00","No","https://gbhs.simplybook.me/v2/","10:00-20:00",
"Wellington-Dufferin-Guelph Health Unit","Bureau de santé de Wellington-Dufferin-Guelph","","Yes","How to make an appointment (phone-in only)
•	Call 1-226-773-1922 from Monday to Friday, 9:00 a.m. to 5:00 p.m Saturday, Sunday and holidays from 10:00 a.m. to 3:00 p.m.
•	You be asked some screening questions then provided an appointment time for the same day or next day.
•	If the two-day capacity is reached, you will be asked to call back the next day.

Holiday hours: 9:00-16:00
",,"400 Southgate Drive","400 Southgate Drive",,"3m","Yes",,"","Guelph","No",,,,,"8:00-20:00",,"9:00-16:00","125","43.500949","Guelph General Hospital","Guelph General Hospital","-80.219051","8:00-20:00","Guelph General Hospital","Hôpital général de Guelph",,,"226-773-1922","4","N1G 4P5","ON",,"West","Ouest","9:00- 17:00","9:00- 17:00","Yes",,"8:00-20:00","8:00-20:00","Yes","https://www.wdgpublichealth.ca/your-health/covid-19-information-public/assessment-centres-wdg","8:00-20:00",
"Hamilton Public Health Services","Services de santé publique d'Hamilton","Yes",,,,"25 Hester Street","26 rue Hester",,"4y","Yes","No","No","Hamilton","Yes",,,"Yes","No","10:00-16:00",,"Closed ","126","43.225590","Dave Andreychuk Mountain Arena Assessment Centre","Dave Andreychuk Mountain Arena Assessment Centre","-79.880934",,"Hamilton Family Health Team","Hamilton Family Health Team",,,"905-974-9848","30","L9A 2N3","ON","Yes","West","Ouest","10:00-16:00","10:00-16:00","Yes","Yes","10:00-16:00","10:00-16:00","No","https://www.hamilton.ca/coronavirus/assessment-centres","10:00-16:00",
"Hamilton Public Health Services","Services de santé publique d'Hamilton",,"Yes","Book online at: www.HamiltonCovidTest.ca
Phone line (905-974-9848) available for those without internet access, between hours of 9-5pm.
",,"690 Main Street West","690 rue Main Ouest",,,"Yes",,,"Hamilton","No",,,,,"9:00-17:00",,"9:00-17:00 ","127","43.260440","Hamilton Health Sciences","Hamilton Health Sciences","-79.897864","11:00-17:00","Hamilton Health Sciences ","Hamilton Health Sciences ",,,"905-974-9848","30","L8S 1A4","ON",,"West","Ouest","9:00-17:00","9:00-17:00","Yes",,"9:00-17:00","9:00-17:00","No","http://www.HamiltonCovidTest.ca","9:00-17:00",
"Grey Bruce Health Unit","Bureau de santé de Grey Bruce","Yes","Yes",,,"90 7th Avenue","90 7e avenue",,"0m","Yes","Yes","","Hanover","No",,,"No","No","12:00-18:00",,"Closed","128","44.141506","Hanover and District Hospital","Hôpital de Hanover et du district","-81.029323","12:00-18:00","Hanover and District Hospital","Hôpital de Hanover et du district",,,"","29","N4N 1N1","ON","No","West","Ouest",,,"Yes",,"12:00-18:00","12:00-18:00","No","https://www.hanoverhospital.on.ca/news.php?pgid=121 ","12:00-18:00",
"Halton Region Health Department","Service de santé de la région d'Halton","Yes","Yes","Please call to schedule an appointment.
Separate entrance, await in car until called to come to clinic. ",,"1245 Lakeshore Blvd","1245 boulevard Lakeshore",,"1y","Yes","Yes","","Burlington ","No",,,"Yes","Yes","08:00-18:00",,"Closed ","129","43.317101","Joseph Brant Hospital","Joseph Brant Hospital","-79.802344","8:00-19:00","Joseph Brant Hospital","Joseph Brant Hospital",,,"905-632-3737 ext. 6550","3","L7S 0A2","ON","Yes","West","Ouest","08:00-18:00","08:00-18:00","Yes",,"08:00-18:00","08:00-18:00","No","https://www.josephbranthospital.ca/en/redevelopment-expansion/covid-19-assessment-testing.asp?_mid_=33300","08:00-18:00",
"Huron Perth Health Unit","Bureau de santé de Huron Perth","Yes","Yes","Located in the building directly across from the hospital. A parking lot is available directly across from the building.

Please call to schedule an appointment.

No main entrance to facility. You will be screened and then will go to registration.",,"255 Elizabeth Street East","255 rue Elizabeth Est",,"0m","Yes","No","","Listowel","No",,,,"No","14:00-19:00",,"Closed ","130","43.733600","Listowel Memorial Hospital","Listowel Memorial Hospital","-80.948919","14:00-19:00","Listowel Memorial Hospital","Listowel Memorial Hospital","Yes",,"519-291-4200","28","N4W 2P5","ON","No","West","Ouest","14:00-19:00","","Yes",,"14:00-19:00","14:00-19:00","No","https://lwha.ca/covid-19-up-to-date-information-you-need-to-know/","14:00-19:00",
"Middlesex-London Health Unit","Bureau de santé de Middlesex-London","","Yes","Book an appointment online at https://covidtestinglm.ca/",,"825 Valetta Street","825 rue Valetta",,"","Yes",,"","London","No",,,,,"9:00-17:00",,,"131","42.975279","Oakridge Arena","Oakridge Arena","-81.305895","9:00-17:00","Thames Valley Family Health Team","Thames Valley Family Health Team",,,"519-667-6886 ","31","N6H 2Z2","ON",,"West","Ouest",,,"Yes",,"9:00-17:00","9:00-17:00","Yes","https://covidtestinglm.ca/","9:00-17:00",
"Wellington-Dufferin-Guelph Health Unit","Bureau de santé de Wellington-Dufferin-Guelph","Yes","Yes","Old Groves Memorial District Hospital (previous ER location)
The entrance will be marked with signage.
Closed 12:30-1:30 and on weekends/Closed statutory holidays
Appointment-based testing starts Tuesday, October 6. Call 226-383-2415
",,"235 Union Street East",,,"2y","Yes","No","No","Fergus","No",,,"Yes","No","10:00-18:00",,"Closed ","132","43.705713","The Wellington Assessment Centre - Fergus",,"-80.373354","10:00-18:00","Groves Memorial Hospital",,,,"226-383-2415","4","N1M 1M3","ON","Yes","West","Ouest","","","Yes",,"10:00-18:00","10:00-18:00","Yes","http://www.whcacovid.com ","10:00-18:00",
"Niagara Region Public Health Department","Service de santé publique régionale de Niagara","No","Yes","Open 7 days a week. Online booking available at www.niagarahealth.on.ca/centres, or by calling 905-378-4647 ext. 42819
Closed statutory holidays. Can test all ages.",,"5546 Portage Road",,,"0m","Yes","No","Yes","Niagara Falls","No",,,"Yes","No","9:00-17:00",,"Closed ","133","43.094126","Niagara Health Greater Niagara General Site","Niagara Health Greater Niagara General Site","-79.089606","9:00-17:00","Niagara Health Greater Niagara General Site","Niagara Health Greater Niagara General Site",,,"905-378-4647 ext. 42819","32","L2E 6X2","ON","Yes","West","Ouest","9:00-17:00","9:00-17:00","Yes",,"9:00-17:00","9:00-17:00","No","https://www.niagarahealth.on.ca/centres","9:00-17:00",
"Niagara Region Public Health Department","Service de santé publique régionale de Niagar","Yes","Yes","Open 7 days a week. Online booking available at www.niagarahealth.on.ca/centres, or by calling 905-378-4647 ext. 42819.
Closed statutory holidays. Can test all ages.",,"1200 Fourth Avenue","1200 4e avenue",,"0m","Yes","No","Yes","St. Catharines","No",,,"Yes","No","8:00-18:00",,"Closed","134","43.153843","Niagara Health St. Catharines Site","Niagara Health St. Catharines Site","-79.278522","8:00-18:00","Niagara Health St. Catharines Site","Niagara Health St. Catharines Site",,,"905-378-4647 ext. 42819","32","L2S 0A9","ON","Yes","West","Ouest","8:00-18:00","8:00-18:00","Yes",,"8:00-18:00","8:00-18:00","No","https://www.niagarahealth.on.ca/centres","8:00-18:00",
"Lambton Health Unit","Bureau de santé de Lambton","Yes","Yes","Completely drive through model outside at north side of building.",,"4130 Glenview Road, Unit 3","4130 hemin Glenview",,"0m","Yes","No","","Petrolia","Yes",,,"Yes","No","13:30-16:30",,,"135","42.877325","Rural Lambton Assessment Center","Rural Lambton Assessment Center","-82.148468","13:30-16:30","Bluewater Health","Bluewater Health",,,"519-882-2500","23","N0N 1R0","ON","No","West","Ouest","9:00-12:00","","Yes",,"13:30-16:30","13:30-16:30","No","https://lambtonpublichealth.ca/2019-novel-coronavirus/testing-criteria/","13:30-16:30",
,"","","Yes",,,"1738 Fourth Line Road","1738 chemin Fourth Line",,"","Yes",,"","Ohsweken","Yes",,"Six Nations of the Grand River",,,"8:00-20:00",,"Closed ","136","43.069122","Six Nations COVID-19 Assessment & Drive-Through Test Centre","Six Nations COVID-19 Assessment & Drive-Through Test Centre","-80.122986","8:00-20:00","Restricted to Six Nations members and providers only ","Accès réservé uniquement aux membres et aux fournisseurs des Six Nations",,,"","35","N0A 1M0","ON",,"West","Ouest","8:00-20:00","8:00-20:00","Yes",,"8:00-20:00","8:00-20:00","Yes","","8:00-20:00",
"Grey Bruce Health Unit","Bureau de santé de Grey Bruce","Yes","Yes","Arrive at scheduled time (no more than 5 minutes early) Follow signage to designated COVID-19 Assessment Centre parking area, and enter the Assessment Centre attached to the hospital following the designated signage. 
For results or general questions:
519-370-2400 ext. 4313
To book an appointment (if unable to do through online booking system through https://www.sbghc.on.ca/ ) call (226) 257-1500
",,"1199 Queen Street","1199 rue Queen",,"0m","Yes","No","","Kincardine","No",,,"Yes","Yes","10:00-18:00",,"Closed ","137","44.189085","South Bruce Grey Health Centre - Kincardine Site","South Bruce Grey Health Centre - Kincardine Site","-81.625465","10:00-18:00","South Bruce Grey Health Centre","South Bruce Grey Health Centre",,,"226-257-1500","29","N2Z 1J4","ON","Yes","West","Ouest","10:00-14:00","","Yes",,"10:00-18:00","10:00-18:00","No","https://www.sbghc.on.ca/","10:00-18:00",
"Huron Perth Health Unit","Bureau de santé de Huron Perth","Yes","Yes","Not open during holidays. 

Drive up with appointment to the back parking lot.  You will be met by a parking attendant and further instructions will be provided
Interpretive services available (limited)
Appointment only – book on-line at gbachc.ca/covid-19
Drive up only – the test will be completed while you are sitting in your car
",,"69 Main Street East","69 rue Main Est",,"0m","Yes","No","","Grand Bend","Yes",,,"Yes","No","13:30-16:00",,"Closed ","138","43.343664","Grand Bend Testing Centre","Grand Bend Testing Centre","-81.480958","13:30-16:00","Grand Bend Area Community Health Centre ","Grand Bend Area Community Health Centre ",,,"519-238-2362 ext. 111","28","N0M 1T0","ON","No","West","Ouest","","","Yes",,"13:30-16:00","13:30-16:00","No","http://www.GBACHC.ca/COVID-19","13:30-16:00",
"Hamilton Public Health Services","Services de santé publique d'Hamilton","Yes","Yes","Book online at: www.HamiltonCovidTest.ca
Phone line (905-974-9848) available for those without internet access, between hours of 9-5pm.
",,"2757 King Street East","2757 rue King Est",,"0m","Yes","No","","Hamilton","No",,,,"No","16:00-22:00",,"10:00-14:00","139","43.221800","St. Joseph's Healthcare Hamilton - East End","St. Joseph's Healthcare Hamilton - East End","-79.774373","16:00-22:00","St. Joseph's Healthcare Hamilton - East End","St. Joseph's Healthcare Hamilton - East End","Yes",,"905-974-9848","30","L8G 5E4","ON","Yes","West","Ouest","9:00-15:00","9:00-15:00","Yes",,"16:00-22:00","16:00-22:00","No","http://www.HamiltonCovidTest.ca","16:00-22:00",
